파일명,소분류1,점수1,소분류2,점수2,소분류3,점수3
전망대_마장호수 전망대_936.jpg,river delta with winding channels,0.242,Ancient stone-paved route,0.2303,Riverbank walking route,0.23
전망대_마장호수 전망대_937.jpg,Riverbank walking route,0.2528,Grand entrance arch with festival banners,0.2445,Meandering forest path,0.2385
전망대_무무대전망대_432.jpg,Seaside tower with panoramic vistas,0.2625,Panoramic skyline from hilltop park,0.2511,Snow-capped mountains from observation deck,0.2347
전망대_무무대전망대_433.jpg,Panoramic skyline from hilltop park,0.2654,Seaside tower with panoramic vistas,0.2537,Snow-capped mountains from observation deck,0.2448
전망대_무무대전망대_434.jpg,Steel lattice against clear blue sky,0.2502,Telescopic silhouette against sunset,0.235,Modern glass observatory in cityscape,0.2309
전망대_백운산전망대_1443.jpg,Forested hills from wooden lookout,0.2836,Seaside tower with panoramic vistas,0.2707,Bamboo forest surrounding secluded shrine,0.2546
전망대_백운산전망대_1444.jpg,Mountain-top observatory with panoramic view,0.2905,Clifftop observatory overlooking ocean,0.2718,Telescopic silhouette against sunset,0.2692
전망대_부산엑스더스카이_1851.jpg,Seaside tower with panoramic vistas,0.2462,Traditional architecture with mountain backdrop,0.2323,Modern architecture against stormy skies,0.2286
전망대_부산엑스더스카이_1852.jpg,Seasonal window display decorations,0.2265,Reflection pool mirroring museum facade,0.2227,Vast exhibition hall with paintings,0.2179
전망대_부산엑스더스카이_1853.jpg,Dome ceiling with intricate mosaics,0.2713,Vast exhibition hall with paintings,0.2541,Art gallery with contemporary facade,0.2438
전망대_부산타워_1857.jpg,Seaside tower with panoramic vistas,0.2952,Modern marina with luxury yachts,0.2332,Modern architecture against stormy skies,0.2284
전망대_부산타워_1859.jpg,Seaside tower with panoramic vistas,0.2926,Golden roofed palace under clear sky,0.2409,Traditional architecture with mountain backdrop,0.2403
전망대_북서울꿈의숲 전망대_446.jpg,Grand entrance arch with festival banners,0.218,Traditional drumming stage backdrop,0.1867,Decorative street flags fluttering,0.1864
전망대_서울스카이_411.jpg,Clouds beneath glass-floor vantage point,0.2217,Seaside tower with panoramic vistas,0.2041,Snow-capped mountains from observation deck,0.1943
전망대_서울스카이_412.jpg,Clouds beneath glass-floor vantage point,0.2458,Vast exhibition hall with paintings,0.2379,Gallery with expansive skylights,0.2368
전망대_서울스카이_413.jpg,Rooftop restaurant with city skyline,0.2893,Glass-walled restaurant overlooking mountains,0.2734,Modern glass observatory in cityscape,0.2718
전망대_선유도공원 선유도전망대_429.jpg,Bridge crossing scenic trail,0.2697,Seaside tower with panoramic vistas,0.2661,Panoramic view from observation deck,0.2598
전망대_선유도공원 선유도전망대_430.jpg,Tropical greenhouse with exotic plants,0.2678,Seasonal flower beds in bloom,0.2555,Lush jungle pathway,0.2445
전망대_선유도공원 선유도전망대_431.jpg,city skyline along riverfront,0.2634,Panoramic skyline from hilltop park,0.2346,Bridges over gentle flowing streams,0.2281
전망대_송산그린시티전망대_952.jpg,Seaside tower with panoramic vistas,0.2605,Misty morning fog over rugged shore,0.2557,Fog rolling over quiet harbor,0.2492
전망대_수원산정상전망대_957.jpg,Bamboo forest surrounding secluded shrine,0.2623,Japanese Zen garden with koi pond,0.2586,Traditional wooden temple gate entrance,0.2536
전망대_수원산정상전망대_959.jpg,Riverbank walking route,0.2629,river delta with winding channels,0.2532,Cliffside coastal trail,0.2483
전망대_시화달전망대 시화이루나타워_930.jpg,Seaside tower with panoramic vistas,0.2496,Reflection pool mirroring museum facade,0.2115,Wide-angle view of museum courtyard,0.2099
전망대_아라마루전망대_1403.jpg,Majestic hall framed by cherry blossoms,0.1821,Decorative street flags fluttering,0.1705,Gallery surrounded by lush landscapes,0.1676
전망대_아라마루전망대_1404.jpg,Illuminated festival tents at dusk,0.2167,Grand entrance arch with festival banners,0.2123,Traditional drumming stage backdrop,0.1939
전망대_아라마루전망대_1405.jpg,Open-air restaurant with ocean view,0.2615,Glass-walled restaurant overlooking mountains,0.2286,Sky-high drop tower against clouds,0.2236
전망대_아라타워_1409.jpg,Busy intersection with iconic skyscrapers,0.1948,Outdoor market by historic city walls,0.186,Twisting street through medieval village,0.1796
전망대_아라타워_1410.jpg,Outdoor market by historic city walls,0.2107,Market square with cobblestone paths,0.2044,Weathered market signs and banners,0.2009
전망대_아라타워_1411.jpg,Twinkling lights on amusement rides,0.2134,Sky-high drop tower against clouds,0.206,Reflection in surrounding water bodies,0.1968
전망대_아라폭포전망대_1430.jpg,Interactive educational displays,0.2311,Aquatic exhibits with underwater tunnels,0.2089,Reflection pool mirroring museum facade,0.1983
전망대_아라폭포전망대_1431.jpg,Skybridge connecting department stores,0.2748,Twilight illumination and city lights,0.2643,Nighttime exterior with neon lights,0.2555
전망대_아라폭포전망대_1432.jpg,Sunset silhouette over urban skyline,0.2667,Telescopic silhouette against sunset,0.2546,Panoramic skyline from hilltop park,0.2391
전망대_아미산전망대_1860.jpg,Wide-angle view of museum courtyard,0.2595,Sculpture garden with lush greenery,0.2503,Seaside tower with panoramic vistas,0.2291
전망대_아미산전망대_1861.jpg,Seaside tower with panoramic vistas,0.2801,Clouds beneath glass-floor vantage point,0.2604,Panoramic view from rooftop terrace,0.2573
전망대_아미산전망대_1862.jpg,Ancient stone-paved route,0.2238,Riverbank walking route,0.2133,Curved road with mountain backdrop,0.2008
전망대_에코델타시티전망대_1877.jpg,Seaside tower with panoramic vistas,0.2703,Modern architecture against stormy skies,0.254,Reflection in surrounding water bodies,0.2456
전망대_영도하늘전망대_1869.jpg,Seaside tower with panoramic vistas,0.286,Panoramic view from observation deck,0.2445,Historic wooden roller coaster structure,0.2425
전망대_영종씨사이드 바다전망대_1435.jpg,Tranquil Japanese garden design,0.2458,Modern sculpture in open meadow,0.243,Seasonal flower beds in bloom,0.2378
전망대_오두산통일전망대_921.jpg,Forested hills from wooden lookout,0.2595,Bridge crossing scenic trail,0.2473,Cliffside coastal trail,0.2358
전망대_오두산통일전망대_922.jpg,Art gallery with contemporary facade,0.2575,Wide-angle view of museum courtyard,0.2532,Vast exhibition hall with paintings,0.2508
전망대_오륙도스카이워크_1842.jpg,Seaside tower with panoramic vistas,0.258,Reflection pool mirroring museum facade,0.2411,Clouds beneath glass-floor vantage point,0.2369
전망대_오륙도스카이워크_1843.jpg,Seaside tower with panoramic vistas,0.2662,Sheer sea cliffs with dramatic drop,0.2612,Secluded cove with turquoise waters,0.2488
전망대_오션스코프 경관조형물_1437.jpg,Reflection of city skyline in water,0.2515,Scenic riverbank with floating lanterns,0.2224,Sky filled with vibrant fireworks,0.2169
전망대_오션스코프 경관조형물_1438.jpg,Historic wooden roller coaster structure,0.2658,Sky-high drop tower against clouds,0.2654,Vibrant roller coaster tracks in motion,0.2636
전망대_용유하늘전망대_1439.jpg,Golden roofed palace under clear sky,0.2011,Art gallery with contemporary facade,0.1933,Vast exhibition hall with paintings,0.1931
전망대_용유하늘전망대_1440.jpg,Classic red velvet stage curtains,0.231,Modern minimalist stage design,0.2294,Open-air amphitheater under moonlight,0.2221
전망대_용유하늘전망대_1441.jpg,Seaside tower with panoramic vistas,0.2236,Panoramic view from observation deck,0.2194,Sky-high drop tower against clouds,0.2163
전망대_월미공원 전망대_1425.jpg,Snow-capped mountains from observation deck,0.245,Panoramic view from palace balcony,0.2444,Historic lighthouse overlooking harbor,0.2417
전망대_월미공원 전망대_1426.jpg,Seaside tower with panoramic vistas,0.2651,Harbor entrance with rocky breakwater,0.2622,Modern marina with luxury yachts,0.2611
전망대_인천공항전망대_1414.jpg,Golden roofed palace under clear sky,0.2438,Golden roofed palace under clear sky,0.2438,Panoramic view from palace balcony,0.2318
전망대_임진각관광지_924.jpg,Decorative street flags fluttering,0.2063,Golden roofed palace under clear sky,0.1918,Traditional drumming stage backdrop,0.1879
전망대_임진각관광지_925.jpg,Riverbank walking route,0.2659,river delta with winding channels,0.2355,Bridge crossing scenic trail,0.2166
전망대_임진각관광지_926.jpg,Historic stone fountain centerpiece,0.2798,Seaside tower with panoramic vistas,0.271,Tiered fountain with floral motifs,0.2631
전망대_장화리 일몰 조망지_1418.jpg,Golden sunset over tranquil sea,0.2535,Fishing boats anchored at dusk,0.2341,Secluded cove with turquoise waters,0.23
전망대_장화리 일몰 조망지_1419.jpg,Golden sunset over tranquil sea,0.2692,Harbor entrance with rocky breakwater,0.236,Historic lighthouse overlooking vast ocean,0.2328
전망대_장화리 일몰 조망지_1420.jpg,Golden sunset over tranquil sea,0.2707,Harbor entrance with rocky breakwater,0.2272,Historic lighthouse overlooking vast ocean,0.225
전망대_정동전망대_414.jpg,Panoramic skyline from hilltop park,0.2394,Colorful canopies over market stalls,0.2288,Seasonal flower beds in bloom,0.228
전망대_정동전망대_415.jpg,Majestic hall framed by cherry blossoms,0.2922,Traditional architecture with mountain backdrop,0.279,Japanese Zen garden with koi pond,0.2727
전망대_청사포다릿돌전망대_1848.jpg,Remote observatory in lush forest setting,0.2541,Historic stone observatory on grassy hill,0.2346,Mountain-top observatory with panoramic view,0.2318
전망대_청사포다릿돌전망대_1850.jpg,Winding coastal road hugging the ocean,0.2761,Harbor entrance with rocky breakwater,0.2681,Historic lighthouse overlooking vast ocean,0.2667
전망대_청학배수지 전망대_1872.jpg,Panoramic view from observation deck,0.233,Seaside tower with panoramic vistas,0.2303,Iconic entrance gate with flags,0.2287
전망대_청학배수지 전망대_1873.jpg,Alpine rock garden with waterfall,0.2661,Japanese Zen garden with koi pond,0.2633,Cliffside coastal trail,0.2625
전망대_태종대 전망대_1845.jpg,Majestic hall framed by cherry blossoms,0.2924,Open-air restaurant with ocean view,0.2673,Riverside gallery with reflection views,0.262
전망대_태풍전망대_948.jpg,Golden roofed palace under clear sky,0.2572,Seaside tower with panoramic vistas,0.2551,Traditional architecture with mountain backdrop,0.2403
전망대_태풍전망대_950.jpg,Golden Buddha statue in lush garden,0.2692,Traditional wooden temple gate entrance,0.2646,Modern sculpture in open meadow,0.2462
전망대_하남유니온타워_945.jpg,Seaside tower with panoramic vistas,0.2628,Golden roofed palace under clear sky,0.2394,Snow-capped mountains from observation deck,0.2285
전망대_하남유니온타워_946.jpg,Seaside tower with panoramic vistas,0.2762,Snow-capped mountains from observation deck,0.2674,Traditional architecture with mountain backdrop,0.248
전망대_하남유니온타워_947.jpg,Seaside tower with panoramic vistas,0.2781,Mountain-top observatory with panoramic view,0.2588,Remote observatory in lush forest setting,0.2394
전망대_하늘전망대_442.jpg,Sunset silhouette over urban skyline,0.2539,Twilight illumination and city lights,0.2503,Panoramic skyline from hilltop park,0.2493
전망대_화개산 전망대_1427.jpg,Gallery with expansive skylights,0.2455,Riverside gallery with reflection views,0.2451,Steel lattice against clear blue sky,0.2447
전망대_화개산 전망대_1428.jpg,Mountain-top observatory with panoramic view,0.2516,Seaside tower with panoramic vistas,0.251,Steel lattice against clear blue sky,0.2467
전망대_화개산 전망대_1429.jpg,Seaside tower with panoramic vistas,0.2466,Modern marina with luxury yachts,0.2371,Steel lattice against clear blue sky,0.236
전망대_황령산전망쉼터_1854.jpg,Clifftop observatory overlooking ocean,0.2875,Mountain-top observatory with panoramic view,0.2804,Seaside tower with panoramic vistas,0.2795
전망대_황령산전망쉼터_1855.jpg,Starlit dome under a clear sky,0.2347,Grand entrance arch with festival banners,0.2269,Mountain-top observatory with panoramic view,0.2201
전망대_황령산전망쉼터_1856.jpg,Remote observatory in lush forest setting,0.2919,Mountain-top observatory with panoramic view,0.2841,Clifftop observatory overlooking ocean,0.2768
전통찻집_비비비당_1464.jpg,Art gallery with contemporary facade,0.2824,Art Deco department store façade,0.2696,Historic gallery building exterior,0.2627
전통찻집_비비비당_1465.jpg,Busy intersection with iconic skyscrapers,0.2246,Skybridge connecting department stores,0.2189,Golden roofed palace under clear sky,0.2181
"제과,베이커리_금정사계_1538.jpg",Artistic animal habitat structures,0.2323,Interactive educational displays,0.2193,Architectural aviary dome,0.2149
"제과,베이커리_금정사계_1540.jpg",Modern minimalist restaurant architecture,0.2241,Sunlit window display with pastries,0.2233,Glass-fronted shop in urban setting,0.2226
"제과,베이커리_도쿄팡야 대구범어점_1920.jpg",Retro drive-in theater setting,0.223,Vintage marquee with neon lights,0.2136,Vintage marquee with neon lights,0.2136
"제과,베이커리_도쿄팡야 대구범어점_1921.jpg",Majestic throne room with vaulted ceilings,0.1943,Traditional architecture with mountain backdrop,0.1731,Sky filled with vibrant fireworks,0.1702
"제과,베이커리_르배 본점_1940.jpg",Grand entrance with ornamental pillars,0.2471,Cobblestone alley leading to entrance,0.2444,Charming exterior with vintage signage,0.2409
"제과,베이커리_마시안제빵소_973.jpg",Golden sunset over tranquil sea,0.2565,Harbor entrance with rocky breakwater,0.229,Seaside harbor at golden hour,0.2278
"제과,베이커리_아우어베이커리 도산본점_83.jpg",Glass-fronted shop in urban setting,0.2536,Grand entrance with ornamental pillars,0.2418,Outdoor seating with quaint tables,0.2355
"제과,베이커리_아우어베이커리 도산본점_84.jpg",Glass-fronted shop in urban setting,0.2498,Traditional European-style storefront,0.2377,Modern minimalist restaurant architecture,0.2358
"제과,베이커리_야자수 브런치베이커리카페_529.jpg",Pub garden surrounded by lush greenery,0.2278,Rooftop restaurant with city skyline,0.2105,Glass-walled restaurant overlooking mountains,0.207
"제과,베이커리_오월의종 타임스퀘어점_80.jpg",Art gallery with contemporary facade,0.1891,Minimalist gallery with geometric design,0.1859,Reflection pool mirroring museum facade,0.1774
"제과,베이커리_하우스베이커리_565.jpg",Early morning market street ambiance,0.2154,Open-air restaurant with ocean view,0.205,Vibrant market under hanging lanterns,0.2013
"족발,보쌈_골목족발_918.jpg",Artisan crafts and woven baskets display,0.2111,Glass-fronted shop in urban setting,0.1991,Quiet market corners with old signage,0.1976
주차장_대구미술관 주차장_1998.jpg,Quiet market corners with old signage,0.1984,Market square with cobblestone paths,0.1929,Weathered market signs and banners,0.1928
주차장_대구수목원 제3주차장_1971.jpg,Lush forest with vibrant green canopy,0.235,Grand entrance arch with festival banners,0.222,Clear stream flowing through forest glade,0.2135
주차장_대구수목원 제3주차장_1972.jpg,Modern sculpture in open meadow,0.2413,Historic gazebo amidst lush greenery,0.2332,Golden roofed palace under clear sky,0.2318
주차장_대구수목원 제3주차장_1973.jpg,Aerial view of stadium landscape,0.2635,Forested hills from wooden lookout,0.2414,Stadium against mountain backdrop,0.2388
주차장_부산박물관 주차장_1654.jpg,Blossoming cherry trees in spring,0.2637,Majestic hall framed by cherry blossoms,0.2533,Palace reflection in lotus pond,0.2224
참치회_골목참치_396.jpg,Glass-walled restaurant overlooking mountains,0.2211,Seaside terrace dining at sunset,0.2167,Traditional thatched roof dining pavilion,0.2092
참치회_골목참치_397.jpg,Artisan crafts and woven baskets display,0.247,Traditional thatched roof dining pavilion,0.2463,Open-air restaurant with ocean view,0.2352
참치회_골목참치_398.jpg,Seaside terrace dining at sunset,0.2331,Open-air restaurant with ocean view,0.2329,Glass-walled restaurant overlooking mountains,0.2188
체험학습장_인천수목원 유아숲체험원_1095.jpg,Wooden walkways through tropical zones,0.2539,Interactive educational displays,0.2434,Pathway through a bamboo forest,0.2383
체험학습장_인천수목원 유아숲체험원_1097.jpg,Historic wooden roller coaster structure,0.2776,Bridge crossing scenic trail,0.2451,Twinkling lights on amusement rides,0.2366
추어_골목추어탕 본점_893.jpg,Open-air restaurant with ocean view,0.2173,Vibrant market under hanging lanterns,0.191,Traditional thatched roof dining pavilion,0.1859
추어_골목추어탕 본점_894.jpg,Open-air restaurant with ocean view,0.208,Glass-walled restaurant overlooking mountains,0.2056,Rooftop restaurant with city skyline,0.2011
추어_골목추어탕 본점_895.jpg,Open-air restaurant with ocean view,0.2084,Vibrant market under hanging lanterns,0.1858,Traditional thatched roof dining pavilion,0.1852
축제_대구수목원국화전시회_1968.jpg,Seasonal flower beds in bloom,0.2916,Autumn leaves carpeted walking trail,0.2352,Alpine rock garden with waterfall,0.2327
축제_대구수목원국화전시회_1969.jpg,Bamboo grove shaded pathway,0.2883,Tranquil street under cherry blossoms,0.2671,Sunlit pathways through tall trees,0.2587
축제_대구수목원국화전시회_1970.jpg,Ancient trees with twisted branches,0.2694,Japanese Zen garden with koi pond,0.2669,Bamboo forest surrounding secluded shrine,0.2631
카페_고양이똥 브런치_1.jpg,Open-air restaurant with ocean view,0.2324,Outdoor seating with quaint tables,0.2108,Glass-walled restaurant overlooking mountains,0.2091
카페_고양이똥 브런치_2.jpg,Open-air restaurant with ocean view,0.1996,Modern minimalist restaurant architecture,0.1959,Outdoor seating with quaint tables,0.19
카페_고양이똥 브런치_3.jpg,Minimalist gallery with geometric design,0.234,Modern minimalist restaurant architecture,0.2201,Art gallery with contemporary facade,0.2149
카페_노티스_1473.jpg,Panoramic view from palace balcony,0.2667,Harbor entrance with rocky breakwater,0.2557,Modern marina with luxury yachts,0.2464
카페_노티스_1474.jpg,Rooftop restaurant with city skyline,0.276,Glass-walled restaurant overlooking mountains,0.2682,Open-air restaurant with ocean view,0.2586
카페_대구수목원 카페_1986.jpg,Glass-walled restaurant overlooking mountains,0.2415,Modern minimalist restaurant architecture,0.2375,Glass-fronted shop in urban setting,0.2344
카페_대구수목원 카페_1988.jpg,Sunlit window display with pastries,0.2756,Wooden shutters and flower boxes,0.2116,Glass-fronted shop in urban setting,0.2112
카페_대연골목_1840.jpg,Classic red velvet stage curtains,0.2389,Modern minimalist stage design,0.2024,Sweeping gardens with symmetrical layout,0.1858
카페_데이지브런치카페_537.jpg,Modern minimalist restaurant architecture,0.2024,Open-air restaurant with ocean view,0.1991,Vine-covered courtyard dining area,0.197
카페_라메르베이커리카페_1071.jpg,Sunlit window display with pastries,0.2051,Modern minimalist restaurant architecture,0.193,Gallery surrounded by lush landscapes,0.1921
카페_라메르베이커리카페_1072.jpg,Riverside pub with scenic water views,0.2829,Open-air restaurant with ocean view,0.2346,city skyline along riverfront,0.2288
카페_라몽드브런치카페_1923.jpg,Sculpture garden with lush greenery,0.215,Wide-angle view of museum courtyard,0.2126,Expansive open-air enclosures,0.1976
카페_레드브릿지_555.jpg,Reflective glass and steel structure,0.2267,Courtyard view with stone pathways,0.2259,Grand entrance with ornamental pillars,0.2223
카페_레드브릿지_556.jpg,Glass-walled restaurant overlooking mountains,0.2786,Open-air restaurant with ocean view,0.2585,Sunlit window display with pastries,0.2339
카페_매화마름_1079.jpg,Golden roofed palace under clear sky,0.2662,Golden roofed palace under clear sky,0.2662,Traditional architecture with mountain backdrop,0.2653
카페_메이드림_1068.jpg,Lush forest with vibrant green canopy,0.2682,Tropical greenhouse with exotic plants,0.2675,Alpine rock garden with waterfall,0.2542
카페_메이드림_1069.jpg,Artistic animal habitat structures,0.2536,Treehouse observation decks,0.2473,Ancient trees with twisted branches,0.2428
카페_메이드림_1070.jpg,Traditional wooden temple gate entrance,0.2444,Art Deco department store façade,0.2225,Lotus pond reflecting temple facade,0.2224
카페_몬떼델피노_558.jpg,Open-air restaurant with ocean view,0.2734,Quaint village pub under starry night sky,0.2682,Modern multiplex exterior at dusk,0.2588
카페_바다보다_1086.jpg,Classic red velvet theater curtain,0.2764,Classic red velvet stage curtains,0.2742,Modern minimalist stage design,0.2534
카페_바다보다_1087.jpg,Artistic animal habitat structures,0.2029,Aquatic exhibits with underwater tunnels,0.2018,Expansive open-air enclosures,0.1944
카페_바다보다_1088.jpg,Aquatic exhibits with underwater tunnels,0.2172,Artistic animal habitat structures,0.2115,Expansive open-air enclosures,0.1985
카페_발리다_450.jpg,Traditional drumming stage backdrop,0.2212,Classic red velvet stage curtains,0.2162,Modern minimalist stage design,0.2063
카페_발리다_451.jpg,Classic red velvet stage curtains,0.2285,Modern minimalist stage design,0.2164,Traditional drumming stage backdrop,0.2046
카페_발리다_452.jpg,Classic red velvet stage curtains,0.2323,Modern minimalist stage design,0.2223,Traditional drumming stage backdrop,0.214
카페_브런치가든 계양구청점_1040.jpg,Glass-walled restaurant overlooking mountains,0.2214,Vine-covered courtyard dining area,0.2154,Traditional thatched roof dining pavilion,0.209
카페_브런치위치_522.jpg,Modern minimalist restaurant architecture,0.2256,Glass-fronted shop in urban setting,0.2026,Traditional wooden pub with vintage signage,0.2006
카페_브런치위치_523.jpg,Skybridge connecting department stores,0.268,Foggy alleyway with glowing neon signs,0.2281,Rain-soaked street reflecting neon lights,0.2218
카페_브런치카페 이안_1530.jpg,Glass-walled restaurant overlooking mountains,0.2133,Open-air restaurant with ocean view,0.2046,Sunlit window display with pastries,0.2021
카페_브런치포레_517.jpg,Tropical greenhouse with exotic plants,0.3002,Vine-covered courtyard dining area,0.2901,Outdoor seating with quaint tables,0.2683
카페_블루트렁크 오이도거북섬본점_465.jpg,Open-air restaurant with ocean view,0.2268,Seaside terrace dining at sunset,0.2151,Glass-walled restaurant overlooking mountains,0.2054
카페_블루트렁크 오이도거북섬본점_466.jpg,Vine-covered courtyard dining area,0.2092,Intricate floral floats in parade,0.2068,Artisan crafts and woven baskets display,0.198
카페_블루트렁크 오이도거북섬본점_467.jpg,Rooftop restaurant with city skyline,0.2173,Traditional thatched roof dining pavilion,0.2151,Open-air restaurant with ocean view,0.2138
카페_비파티세리 공덕점_66.jpg,Traditional wooden temple gate entrance,0.2989,Temple courtyard with ancient bells,0.2795,Wide-angle view of museum courtyard,0.2775
카페_빌라드파넬_572.jpg,Grand entrance with ornamental pillars,0.2481,Glass-walled restaurant overlooking mountains,0.2445,Symmetrical palace facade at sunrise,0.2393
카페_스노잉클라우드_1484.jpg,Open-air restaurant with ocean view,0.2549,Seaside terrace dining at sunset,0.2526,Glass-walled restaurant overlooking mountains,0.2394
카페_스노잉클라우드_1486.jpg,Gallery surrounded by lush landscapes,0.2416,Gallery with expansive skylights,0.2291,Riverside gallery with reflection views,0.2244
카페_앵커커피로스터즈_474.jpg,Sunlit window display with pastries,0.2726,Open-air restaurant with ocean view,0.256,Seaside terrace dining at sunset,0.2513
카페_어반브런치_501.jpg,Sunlit window display with pastries,0.2047,Outdoor seating with quaint tables,0.2046,Cozy pub corner with rustic fireplace,0.2046
카페_엠클리프_982.jpg,Clifftop observatory overlooking ocean,0.2628,Modern glass observatory in cityscape,0.2593,Mountain-top observatory with panoramic view,0.2554
카페_오라카페&브런치_1043.jpg,Open-air restaurant with ocean view,0.2173,Seaside terrace dining at sunset,0.2061,Glass-walled restaurant overlooking mountains,0.2054
카페_인더매스 삼덕_1932.jpg,Open-air restaurant with ocean view,0.2246,Glass-walled restaurant overlooking mountains,0.2218,Quiet cul-de-sac with ivy-covered walls,0.2117
카페_인더매스 삼덕_1933.jpg,Open-air restaurant with ocean view,0.2283,Seaside pub with panoramic ocean backdrop,0.2208,Seaside terrace dining at sunset,0.2146
카페_인더매스 삼덕_1934.jpg,Open-air restaurant with ocean view,0.2474,Pub garden surrounded by lush greenery,0.2339,Alfresco seating under string lights,0.2329
카페_지금이곳_1059.jpg,Pub garden surrounded by lush greenery,0.2264,Glass-walled restaurant overlooking mountains,0.2225,Riverside pub with scenic water views,0.21
카페_지금이곳_1060.jpg,Mountain-top observatory with panoramic view,0.2905,Clifftop observatory overlooking ocean,0.2718,Telescopic silhouette against sunset,0.2692
카페_지금이곳_1061.jpg,Traditional wooden temple gate entrance,0.2805,Traditional thatched roof dining pavilion,0.278,Bamboo forest surrounding secluded shrine,0.2751
카페_차덕분_975.jpg,Gallery surrounded by lush landscapes,0.2166,Traditional architecture with mountain backdrop,0.194,Minimalist gallery with geometric design,0.1842
카페_차덕분_976.jpg,Open-air restaurant with ocean view,0.2607,Glass-walled restaurant overlooking mountains,0.2549,Rooftop restaurant with city skyline,0.2509
카페_차덕분_977.jpg,Skybridge connecting department stores,0.2471,Grand facade with ornamental detailing,0.2253,Crenellated towers against a blue sky,0.2218
카페_칠암사계_1545.jpg,Art gallery with contemporary facade,0.2511,Historic gallery building exterior,0.2425,Open-air restaurant with ocean view,0.2396
카페_칠암사계_1546.jpg,Skybridge connecting department stores,0.2416,Grand staircase in central atrium,0.1941,Classic red velvet theater curtain,0.1928
카페_카페 메르디_985.jpg,Art Deco department store façade,0.2845,Art deco cinema architecture,0.2793,Grand theater entrance facade,0.2633
카페_카페 메르디_986.jpg,Open-air restaurant with ocean view,0.2364,Seaside terrace dining at sunset,0.2226,Glass-walled restaurant overlooking mountains,0.2098
카페_카페109하우스_987.jpg,Courtyard view with stone pathways,0.2673,Twisting alley with ivy-covered archways,0.2647,Grand entrance with ornamental pillars,0.2638
카페_카페109하우스_988.jpg,Sky-high drop tower against clouds,0.1993,Sky filled with vibrant fireworks,0.1856,Twinkling lights on amusement rides,0.1797
카페_카페385_1460.jpg,Early morning market street ambiance,0.2401,Sunlit window display with pastries,0.233,Outdoor seating with quaint tables,0.2092
카페_카페385_1461.jpg,Open-air restaurant with ocean view,0.2701,Rooftop restaurant with city skyline,0.2658,Traditional thatched roof dining pavilion,0.2494
카페_카페윤_1454.jpg,Seaside tower with panoramic vistas,0.2728,Historic lighthouse overlooking vast ocean,0.2537,Gallery with expansive skylights,0.2508
카페_카페윤_1455.jpg,Open-air restaurant with ocean view,0.2496,Seaside terrace dining at sunset,0.2264,Glass-walled restaurant overlooking mountains,0.2112
카페_카페윤_1456.jpg,Architectural details of stadium facade,0.2711,Stadium exterior with dramatic lighting,0.2648,Modernist exterior with geometric lines,0.2552
카페_카펠라_1901.jpg,Open-air amphitheater under moonlight,0.2352,Modern glass observatory in cityscape,0.2193,Telescopic silhouette against sunset,0.2156
카페_코스모40_1058.jpg,Art gallery with contemporary facade,0.2591,Architectural details of stadium facade,0.2511,Gilded balcony and box seats,0.2439
카페_쿠타팜테라스 브런치카페_1496.jpg,Open-air restaurant with ocean view,0.2214,Modern minimalist restaurant architecture,0.2116,Glass-walled restaurant overlooking mountains,0.2107
카페_쿠타팜테라스 브런치카페_1497.jpg,Open-air restaurant with ocean view,0.2333,Outdoor seating with quaint tables,0.2114,Rooftop restaurant with city skyline,0.2108
카페_토크라피_969.jpg,Glass-fronted shop in urban setting,0.2286,Traditional European-style storefront,0.2282,Glass-walled restaurant overlooking mountains,0.2179
카페_토크라피_970.jpg,Sunlit window display with pastries,0.2087,Open-air restaurant with ocean view,0.1985,Glass-walled restaurant overlooking mountains,0.1976
카페_토크라피_971.jpg,Glass-walled restaurant overlooking mountains,0.1842,Sunlit window display with pastries,0.1838,Cozy pub corner with rustic fireplace,0.1809
카페_티아이티에프_1956.jpg,Open-air restaurant with ocean view,0.2247,Colorful awnings and hanging lanterns,0.2206,Outdoor seating with quaint tables,0.2131
카페_티아이티에프_1957.jpg,Graffiti-covered urban alleyway murals,0.2726,Wide-angle view of museum courtyard,0.2512,Courtyard view with stone pathways,0.2294
카페_티아이티에프_1958.jpg,Traditional architecture with mountain backdrop,0.2768,Panoramic view from rooftop terrace,0.2679,Gabled rooftops against autumn foliage,0.2531
카페_파이브어클락_472.jpg,Sunlit window display with pastries,0.2317,Glass-fronted shop in urban setting,0.2222,Outdoor seating with quaint tables,0.2136
카페_포레스트아웃팅스 일산본점_542.jpg,Open-air restaurant with ocean view,0.2337,Rooftop restaurant with city skyline,0.2236,Historical building with ornate facade,0.2223
카페_하이바다_996.jpg,Open-air restaurant with ocean view,0.275,Traditional thatched roof dining pavilion,0.2624,Secluded cove with turquoise waters,0.2466
카페_하이바다_997.jpg,Open-air restaurant with ocean view,0.267,Traditional thatched roof dining pavilion,0.2467,Alfresco seating under string lights,0.2385
카페_하이바다_998.jpg,Open-air restaurant with ocean view,0.2835,Golden roofed palace under clear sky,0.2297,Panoramic view from observation deck,0.229
카페_헤이든신씨어_1550.jpg,Cascading water in urban park,0.2544,Minimalist modern water feature,0.2469,Reflection pool with bronze spouts,0.2465
칼국수_골목손칼국수_1829.jpg,Glass-fronted shop in urban setting,0.2574,Traditional European-style storefront,0.2518,Charming exterior with vintage signage,0.2434
